Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729530457413,4300,4300,3473,4300,4299,4302,4300,4300,6.6666669845581055,10.714285850524902,3.7037036418914795,3.4482758045196533,3.7037036418914795,0,3.5714287757873535,3.5714287757873535,0,143098.5454711914,100275.65203857422,5633.45947265625,16459386880,19327344640,1215975424,6193344512
200,1729530457413,4300,4300,3473,4300,4299,4302,4300,4300,6.6666669845581055,10.714285850524902,3.7037036418914795,3.4482758045196533,3.7037036418914795,0,3.5714287757873535,3.5714287757873535,0,143098.5454711914,100275.65203857422,5633.45947265625,16459386880,19327344640,1215975424,6193344512
200,1729530457613,4300,4300,3473,4300,4299,4302,4300,4300,0,0,0,0,4.761904716491699,95.45454406738281,0,0,0,143102.63427734375,100279.15936279297,5633.4752197265625,16459386880,19327344640,1270206464,6193344512
200,1729530457813,4300,4300,3473,4300,4299,4302,4300,4300,5,0,0,0,0,100,0,4.761904716491699,0,143106.61920166016,100282.58612060547,5633.4752197265625,16459386880,19327344640,1312239616,6193344512
200,1729530458014,4300,4300,3473,4300,4299,4302,4300,4300,0,0,0,0,0,100,0,0,0,143110.5926513672,100285.97082519531,5633.4942626953125,16459386880,19327344640,1370845184,6193344512
200,1729530458214,4300,4300,3473,4300,4299,4302,4300,4300,0,0,0,0,0,100,0,0,0,143114.59594726563,100289.40753173828,5633.4942626953125,16459386880,19327344640,1412669440,6193082368
200,1729530458414,4300,4300,3473,4300,4299,4302,4300,4300,0,0,0,0,4.761904716491699,100,0,0,0,143118.52752685547,100292.78009033203,5633.4942626953125,16459386880,19327344640,1455017984,6193082368
200,1729530458614,4300,4300,3473,4300,4299,4302,4300,4300,0,0,0,0,0,100,4.761904716491699,0,0,143122.52655029297,100296.18756103516,5633.495849609375,16459386880,19327344640,1498697728,6193082368
200,1729530458814,4300,4300,3473,4300,4299,4302,4300,4300,5,0,0,0,0,100,0,0,0,143126.46697998047,100299.56903076172,5633.495849609375,16459386880,19327344640,1540927488,6193082368
200,1729530459014,4300,4300,3473,4300,4299,4302,4300,4300,0,50,5,0,5.263157844543457,50,0,5,0,143130.49829101563,100303.02587890625,5633.499755859375,16459386880,19327344640,1591259136,6193082368
200,1729530459214,4300,4300,3473,4300,4299,4302,4300,4300,4.761904716491699,100,0,0,0,0,0,0,0,143134.42974853516,100306.39916992188,5633.499755859375,16459386880,19327344640,1641607168,6193082368
200,1729530459415,4300,4300,3473,4300,4299,4302,4300,4300,0,100,0,0,4.761904716491699,0,0,0,0,143138.3217163086,100309.73504638672,5633.499755859375,16459386880,19327344640,1683697664,6193082368
