Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729557435329,4299,4299,4300,4300,4300,3861,3432,4299,7.142857551574707,11.111111640930176,10.344827651977539,3.7037036418914795,10.344827651977539,7.407407283782959,0,10.714285850524902,0,119111.27185058594,258662.8851928711,5747.98828125,16459386880,19327344640,1272774656,7573876736
200,1729557435329,4299,4299,4300,4300,4300,3861,3432,4299,7.142857551574707,11.111111640930176,10.344827651977539,3.7037036418914795,10.344827651977539,7.407407283782959,0,10.714285850524902,0,119111.28723144531,258662.89764404297,5747.98828125,16459386880,19327344640,1272774656,7573876736
200,1729557435529,4299,4299,4300,4300,4300,3861,3432,4299,0,4.761904716491699,0,100,0,0,4.761904716491699,0,0,119115.54382324219,258666.6030883789,5747.98828125,16459386880,19327344640,1265446912,7573876736
200,1729557435730,4299,4299,4300,4300,4300,3861,3432,4299,0,0,0,100,0,0,0,0,0,119119.78698730469,258670.2787475586,5747.9908447265625,16459386880,19327344640,1315536896,7573876736
200,1729557435930,4299,4299,4300,4300,4300,3861,3432,4299,0,0,0,100,0,0,0,0,0,119124.04486083984,258673.95098876953,5747.9908447265625,16459386880,19327344640,1358262272,7573876736
200,1729557436130,4299,4299,4300,4300,4300,3861,3432,4299,9.523809432983398,0,0,100,0,0,0,0,0,119128.28826904297,258677.61987304688,5747.9971923828125,16459386880,19327344640,1400348672,7573614592
200,1729557436330,4299,4299,4300,4300,4300,3861,3432,4299,0,0,0,100,0,0,0,0,0,119132.43310546875,258681.22790527344,5747.9971923828125,16459386880,19327344640,1450696704,7573614592
200,1729557436530,4299,4299,4300,4300,4300,3861,3432,4299,0,5,0,100,0,0,0,0,0,119136.63446044922,258684.84185791016,5747.9971923828125,16459386880,19327344640,1494118400,7573614592
200,1729557436730,4299,4299,4300,4300,4300,3861,3432,4299,0,4.545454502105713,0,100,0,0,0,0,0,119140.78814697266,258688.43548583984,5748,16459386880,19327344640,1536475136,7573614592
200,1729557436931,4299,4299,4300,4300,4300,3861,3432,4299,5,0,0,100,0,0,0,4.761904716491699,0,119144.958984375,258692.0502319336,5748,16459386880,19327344640,1578684416,7573352448
200,1729557437131,4299,4299,4300,4300,4300,3861,3432,4299,4.761904716491699,0,0,100,0,0,0,0,0,119149.109375,258695.64123535156,5748.001708984375,16459386880,19327344640,1629032448,7573352448
200,1729557437331,4299,4299,4300,4300,4300,3861,3432,4299,0,0,0,100,0,0,4.761904716491699,0,0,119153.25665283203,258699.23736572266,5748.001708984375,16459386880,19327344640,1671122944,7573352448
