__run_id,__done,problem,solution,Time,PACKAGE_ENERGY,CPU_USAGE_0_MEAN,CPU_USAGE_1_MEAN,CPU_USAGE_2_MEAN,CPU_USAGE_3_MEAN,CPU_USAGE_4_MEAN,CPU_USAGE_5_MEAN,CPU_USAGE_6_MEAN,CPU_USAGE_7_MEAN,CPU_USAGE_0_MEDIAN,CPU_USAGE_1_MEDIAN,CPU_USAGE_2_MEDIAN,CPU_USAGE_3_MEDIAN,CPU_USAGE_4_MEDIAN,CPU_USAGE_5_MEDIAN,CPU_USAGE_6_MEDIAN,CPU_USAGE_7_MEDIAN,USED_MEMORY_MEAN,USED_SWAP_MEAN,USED_MEMORY_MEDIAN,USED_SWAP_MEDIAN,USED_MEMORY_MAX,USED_SWAP_MAX
run_12_repetition_23,DONE,largest_rectangle,human,230943,4628.759765625,1.4239145009987908,0.5628192226779503,29.469450617331535,0.30637480767127967,0.6760033216443442,0.24378976813649636,70.4238212479852,0.30696826822617473,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2206610311.529412,1646456024.1384084,2199695360.0,1645961216.0,2728435712,1649369088
run_13_repetition_22,DONE,largest_rectangle,basic,231137,4637.5706787109375,17.530460421340468,2.2266480452868067,1.5408020003045955,36.55479960165461,3.088836854557179,3.09246726229774,1.7714181869526617,47.75340437827279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2315186190.1607604,1639847392.5808125,2201989120.0,1644126208.0,3160961024,1644912640
run_12_repetition_9,DONE,largest_rectangle,human,240731,4827.80224609375,27.98710924797533,4.041756030237032,13.702852453334698,28.875224839206552,8.94773332390053,5.359429822818867,16.20464041618885,19.895094180997475,4.761904716491699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2633118114.097925,1598473993.560166,2298888192.0,1592483840.0,3561160704,1619746816
run_15_repetition_7,DONE,median_array,human,262581,5230.147460937529,0.8089070392707348,0.48023406773397365,0.3810548531954691,44.56321774225801,0.47349590072167336,0.33093405205365184,0.5291716185153166,55.69743422649041,0.0,0.0,0.0,4.761904716491699,0.0,0.0,0.0,100.0,2181578256.365297,1588447540.6027398,2183565312.0,1589600256.0,2244444160,1589600256
run_0_repetition_3,DONE,fibonacci_modified,human,609020,10810.74560546875,0.8011014935222557,0.3141900542530129,0.4065833476963889,36.90775378560785,0.14056285018795622,0.2258740743001302,0.1514756421933229,63.14287502918337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3132588712.6489325,0.0,3151364096.0,0.0,3261898752,0
run_5_repetition_0,DONE,closest_numbers,efficient,111098,2200.3549194335938,41.09656449738924,15.831922554325413,15.822207004100353,25.760996850331626,17.58376597756738,19.84742564682488,20.888770987536457,21.89919654227592,21.052631378173828,4.761904716491699,0.0,4.761904716491699,0.0,0.0,0.0,0.0,15640897606.111712,15208649154.19099,16406568960.0,17326878720.0,16456437760,19327344640
run_0_repetition_3,DONE,fibonacci_modified,human,609020,10810.74560546875,0.8011014935222557,0.3141900542530129,0.4065833476963889,36.90775378560785,0.14056285018795622,0.2258740743001302,0.1514756421933229,63.14287502918337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3132588712.6489325,0.0,3151364096.0,0.0,3261898752,0
run_16_repetition_17,DONE,median_array,basic,1801,34.404296875,1.5144051205028186,2.9407373775135386,1.0401823737404563,1.0598596659573642,1.3419913378628818,1.253918474370783,75.9090909090909,1.0598596659573642,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1376083223.2727273,2226542033.4545455,1390649344.0,2226589696.0,1457029120,2226589696
run_2_repetition_17,DONE,fibonacci_modified,efficient,606597,11299.919921875,16.36099321481382,1.0539660991476267,30.325370200113458,0.3785922773356804,6.184964163327744,0.28083576017820594,48.0779373275538,0.24396405501448987,0.0,0.0,0.0,0.0,0.0,0.0,4.761904716491699,0.0,1476194922.518958,2189292300.576327,1505820672.0,2185170944.0,1625841664,2225278976
run_10_repetition_2,DONE,hourglass_sum,basic,227141,4573.043273925781,1.5803079990933837,1.2049078943442124,0.20744996460886933,52.29230928672649,0.2502979267660525,23.456045565944862,0.24629294421448453,24.182709899405797,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8269271360.619173,2176301853.9454703,8878964736.0,2175733760.0,8886673408,2179928064
run_13_repetition_16,DONE,largest_rectangle,basic,229344,4599.009887695342,1.5048989551823313,1.3052656650543213,36.48341237958715,0.2889459531897036,0.23644773968420793,0.7477366608609721,62.31033098780735,0.26032474896633667,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1575693030.132404,2171493786.3135886,1561448448.0,2171801600.0,2054950912,2172588032
run_13_repetition_15,DONE,largest_rectangle,basic,228142,4576.467712402344,1.435792349892197,0.5211673640954306,0.2656158766270519,66.10246062988575,0.28642392262894717,0.38871655050802145,0.32555317377668336,33.842876183798765,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1601922788.6514885,2168325093.099825,1594277888.0,2168655872.0,1970049024,2169704448
run_13_repetition_2,DONE,largest_rectangle,basic,227944,4572.877502441406,2.5347838915825727,0.751558866342048,0.2500494707059066,34.691927209013286,1.776488267361961,0.2389299265655063,0.2654313238747385,62.59033868607463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1618120298.3488169,2165454774.408414,1604972544.0,2165772288.0,2007392256,2166558720
run_17_repetition_12,DONE,median_array,efficient,1802,35.7640380859375,0.8658008575439453,2.507836948741566,1.2121212699196555,0.45454545454545453,0.0,74.65293333747171,2.8571428819136186,1.0598596659573642,0.0,0.0,0.0,0.0,0.0,100.0,3.571428775787353,0.0,1436899514.1818182,2164199424.0,1452498944.0,2164199424.0,1513369600,2164199424
run_9_repetition_1,DONE,hourglass_sum,human,241754,4833.012451171875,1.5381348645391544,0.5710825671834394,22.582462926344437,0.29928482977811954,0.20230045279195485,0.29320558240591,77.37737261519945,0.1525526811268704,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,8358909454.386777,2162952398.492562,8953903104.0,2162888704.0,8963047424,2163937280
run_6_repetition_3,DONE,array_manipulation,human,635377,9264.545166015625,20.864953679260985,5.144644132154259,7.841078151349268,5.952910300955144,7.747220927302403,6.459611940879209,5.036427535686547,4.725143091611829,4.761904716491699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15539157124.149826,11313647769.422726,16315445248.0,11078049792.0,16454545408,19327344640
run_3_repetition_15,DONE,closest_numbers,human,78161,1567.4610595703416,31.47414016357773,13.566983584552775,21.17430708963243,19.04134789391247,24.15960706957161,23.358586403415025,25.797864577349493,16.931195938373772,9.090909004211426,0.0,4.761904716491699,0.0,0.0,0.0,0.0,0.0,15248212093.70844,14692337061.647058,16398422016.0,17481609216.0,16459300864,19327340544
run_8_repetition_13,DONE,array_manipulation,efficient,340607,5928.474060058652,29.46363544016377,2.002680849301423,4.122790511225311,11.367078459878483,8.451646090393336,2.0945321525766256,16.93787978484597,9.85703120712943,4.761904716491699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14092662812.84507,8614167994.29108,16322068480.0,10700630016.0,16425746432,12385992704
run_15_repetition_19,DONE,median_array,human,261779,5284.18719482419,87.62548026747376,1.038485383623429,0.3647955745231104,0.5644511892595364,12.370280144596828,0.30907505796155854,0.3301268355537007,0.26812658346336304,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417251363.1755726,2323815197.3129773,1434177536.0,2320310272.0,1490198528,2356486144
run_0_repetition_3,DONE,fibonacci_modified,human,609020,10810.74560546875,0.8011014935222557,0.3141900542530129,0.4065833476963889,36.90775378560785,0.14056285018795622,0.2258740743001302,0.1514756421933229,63.14287502918337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3132588712.6489325,0.0,3151364096.0,0.0,3261898752,0
run_12_repetition_14,DONE,largest_rectangle,human,240158,4833.0126953125,4.325764866716255,1.1474706101139849,0.21415927445829014,58.66364955465726,1.6819000613074533,1.9901715031082736,0.22134254716597063,34.859633206924464,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1576240674.9284525,2308292648.891847,1567363072.0,2307465216.0,2066472960,2311659520
run_5_repetition_3,DONE,closest_numbers,efficient,80444,1549.6461181640625,17.587768218304852,13.164965189919613,15.927136787093511,14.151942110297703,14.642930659917322,14.685933829534171,22.761384598099358,10.644711252486351,4.761904716491699,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15257962678.49505,13545504048.158417,16365326336.0,15214235648.0,16444084224,18431684608
run_4_repetition_15,DONE,closest_numbers,basic,120668,2357.5145263671875,29.449319037130056,20.419844747180782,17.484043021241494,26.396429919408373,21.626846646868493,10.768291147878347,21.6506431256444,17.67750322917276,15.789472579956056,4.761904716491699,0.0,5.0,0.0,0.0,0.0,0.0,15633703616.105785,15211045249.904133,16408956928.0,17291853824.0,16459386880,19327344640
run_5_repetition_15,DONE,closest_numbers,efficient,116053,2259.568664550752,30.42401950834543,18.910875663724553,15.779829473429938,21.164605205411355,15.718999031892757,17.567552474765844,23.07481484437726,14.411838628991772,9.090909004211426,0.0,0.0,3.571428775787353,0.0,0.0,4.761904716491699,0.0,15621476457.56701,15095888610.969072,16394086400.0,17199271936.0,16432533504,19281276928
run_2_repetition_9,DONE,fibonacci_modified,efficient,602820,-250825.35626220706,91.22609256907022,1.2015373367462716,0.45450840070695375,0.3234331107883162,8.815791934708846,0.32996693991159237,0.264715521084052,0.2700288811502033,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469912108.1672196,2353959961.1413403,1499064320.0,2350772224.0,1624756224,2381443072
run_1_repetition_22,DONE,fibonacci_modified,basic,597990,11183.724975585938,89.83784447673172,1.2328273268447671,0.39344001884843194,0.31356438904701667,6.218351060889637,4.239222938639663,0.2784164875247407,0.30876122142957607,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547458420.270234,2335905239.9304347,1580175360.0,2335567872.0,1693351936,2340286464
run_3_repetition_20,DONE,closest_numbers,human,71446,1441.9817504882812,27.45370142307122,17.22780871590532,23.388754746375973,16.49060777435728,24.440422965291482,12.074825094934958,25.7112955900952,16.42891609967585,5.0,4.761904716491699,0.0,0.0,0.0,0.0,0.0,0.0,15039307604.857939,14359656145.649025,16392937472.0,17276739584.0,16459386880,19327344640
run_6_repetition_8,DONE,array_manipulation,human,681518,9831.561828613278,9.397329400744557,5.6306117671176725,8.66605455479783,7.828638928647258,5.467154178605381,6.553753677863907,14.811342140581464,7.387301444587203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15545390867.622908,11323846805.164171,16299864064.0,10954457088.0,16459374592,19327344640
run_8_repetition_0,DONE,array_manipulation,efficient,340004,5904.0513916015625,23.860852904210436,6.215244234624433,18.096930664192573,5.489987738899172,4.118070359092681,2.140626011421791,23.210798419411923,1.2445686100371651,4.761904716491699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14034174626.238684,8836583953.758965,16314699776.0,10849677312.0,16424005632,12506923008
run_17_repetition_21,DONE,median_array,efficient,1801,35.48577880859375,1.2593467018821023,2.932551297274503,1.173020449551669,1.66666672446511,1.0606060895052822,1.0389610637318005,73.787878816778,1.0389610637318005,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1241671121.4545455,2529691089.4545455,1259905024.0,2529476608.0,1322450944,2530000896
run_13_repetition_1,DONE,largest_rectangle,basic,231142,4685.743591308594,1.4176603562891639,0.5480471271425872,0.3692849821949582,54.32427223653966,0.2330254000018358,0.30990770590542305,0.310345083861487,45.59632661286983,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1492677004.5012965,2517753084.238548,1479831552.0,2517417984.0,2121756672,2528428032
run_0_repetition_3,DONE,fibonacci_modified,human,609020,10810.74560546875,0.8011014935222557,0.3141900542530129,0.4065833476963889,36.90775378560785,0.14056285018795622,0.2258740743001302,0.1514756421933229,63.14287502918337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3132588712.6489325,0.0,3151364096.0,0.0,3261898752,0
run_4_repetition_1,DONE,closest_numbers,basic,112317,2193.859130859375,27.696238821819026,19.972008108034014,23.52914767621042,17.72054267734236,13.165412302762535,28.512861857405777,18.268801911050854,13.996942475676326,12.5,4.761904716491699,0.0,0.0,0.0,0.0,0.0,0.0,15584953047.531084,15136060534.2238,16397979648.0,17225035776.0,16455884800,19327344640
run_9_repetition_6,DONE,hourglass_sum,human,239765,4797.102355957031,81.33625733057657,1.9741495410601297,0.27866161465644834,0.24271684924761455,18.043358415762583,0.292214648326238,0.44785353263219196,0.44816301862398783,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8180931181.226666,2490015744.0,8780132352.0,2488999936.0,8805068800,2508398592
run_14_repetition_20,DONE,largest_rectangle,efficient,232367,4658.159851074226,88.59056872329319,1.6956118057231295,0.2856774457241068,0.20308725237333866,11.256656281823037,0.19673371622507058,0.5961093968188875,0.27745828070931666,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891060611.8521066,2467271962.634566,1896730624.0,2466979840.0,2092118016,2474582016
run_1_repetition_19,DONE,fibonacci_modified,basic,610381,11232.634033203125,1.060641816293584,0.49823273103171534,0.28219152754599897,65.51375713870222,0.28198585730548925,0.17743669471765722,0.4249212641859742,34.69070831780977,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1565026043.63827,2452422774.102228,1601900544.0,2450989056.0,1713672192,2461474816
run_7_repetition_2,DONE,array_manipulation,basic,354014,5896.8924560546875,4.61769286069003,0.9010113201055199,3.8193273948182633,30.13943309100047,5.247912098363858,6.712084600307523,5.249872687709729,25.23333342394406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13907350232.53755,10291185475.505363,16301871104.0,11709452288.0,16432406528,19137220608
run_7_repetition_0,DONE,array_manipulation,basic,353214,6030.608581542969,33.98151988786159,2.390877574058192,9.683564991619065,12.622204247341362,9.44410900268166,2.1241395505863054,8.654144700800016,6.394827924748903,4.761904716491699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13872367485.029995,10425941670.610073,16298549248.0,11796701184.0,16442798080,19203403776
run_6_repetition_4,DONE,array_manipulation,human,666578,9338.533874511704,6.371826395057108,3.684582437797956,7.436218369375504,11.550451078394888,3.3366222074716396,3.7109583082980233,3.687572323235169,11.691568941530651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15499618386.952295,11162403388.678068,16271011840.0,11021774848.0,16428564480,19326844928
run_3_repetition_8,DONE,closest_numbers,human,69303,1449.7993774414062,30.76084668060829,24.459124249973517,21.463458270862183,17.51174075850125,14.099987058803952,24.704031692154107,19.121759441392175,19.00825086681322,20.0,5.0,0.0,0.0,0.0,0.0,4.761904716491699,0.0,14982434521.747126,14423786637.241379,16396042240.0,17444648960.0,16456720384,19327344640
run_16_repetition_3,DONE,median_array,basic,1802,36.08935546873545,76.07997313412753,3.773448857394132,1.0822511152787642,0.6493506865067915,2.380952401594682,0.43290042877197266,1.0822511152787642,0.6493506865067915,100.0,4.761904716491699,0.0,0.0,3.571428775787353,0.0,0.0,0.0,1262011857.4545455,2651720238.5454545,1276592128.0,2651672576.0,1346043904,2652459008
run_2_repetition_4,DONE,fibonacci_modified,efficient,600631,11271.48577880858,91.96988058042574,1.5144004901170809,0.33664072357810343,0.20466546285084952,7.143540752993954,0.9687570717348244,0.4863615390105602,0.33061073765610205,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492352080.1332002,2608787196.845821,1526079488.0,2605273088.0,1647828992,2649837568
run_5_repetition_18,DONE,closest_numbers,efficient,102519,2007.6875610351417,26.03056470336617,16.082693539240946,24.015596489034273,21.5516013412624,14.70696803846248,13.036655242341038,11.783389707947519,20.500326592634625,9.090909004211426,4.761904716491699,0.0,4.761904716491699,0.0,0.0,0.0,0.0,15515540746.9572,14885299116.326849,16398161920.0,16977954816.0,16459386880,19327344640
run_14_repetition_3,DONE,largest_rectangle,efficient,230540,4597.28051757811,1.0574613512078852,0.592977812219947,44.685280042049996,0.4940326532003578,0.25154662132263184,0.36689209111641763,55.22928266012896,0.25051797489979444,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1829758596.2149048,2670190655.8890815,1826729984.0,2669178880.0,2037702656,2691854336
