Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729524923205,4301,4304,3519,4300,3070,4299,3251,4302,3.5714287757873535,13.793103218078613,3.4482758045196533,10.344827651977539,6.45161247253418,3.5714287757873535,0,0,0,41733.62060546875,15999.3779296875,5597.0225830078125,16459386880,19327344640,1051127808,6066425856
200,1729524923205,4301,4304,3519,4300,3070,4299,3251,4302,3.5714287757873535,13.793103218078613,3.4482758045196533,10.344827651977539,6.45161247253418,3.5714287757873535,0,0,0,41733.63690185547,15999.390625,5597.0225830078125,16459386880,19327344640,1051127808,6066425856
200,1729524923405,4301,4304,3519,4300,3070,4299,3251,4302,0,0,78.94737243652344,0,0,0,0,0,0,41737.234130859375,16002.303894042969,5597.0234375,16459386880,19327344640,1352507392,6066425856
200,1729524923606,4301,4304,3519,4300,3070,4299,3251,4302,5,0,45,0,0,42.105262756347656,0,0,0,41740.93713378906,16005.306823730469,5597.0234375,16459386880,19327344640,1632657408,6066425856
200,1729524923806,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,85,0,0,0,41744.6435546875,16008.286987304688,5597.0269775390625,16459386880,19327344640,1904168960,6066425856
200,1729524924006,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,85,0,0,0,41748.27880859375,16011.206604003906,5597.0269775390625,16459386880,19327344640,2174201856,6065901568
200,1729524924206,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,0,5,0,85,0,0,0,41751.92401123047,16014.134948730469,5597.0269775390625,16459386880,19327344640,2457128960,6065901568
200,1729524924406,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,5,0,78.94737243652344,0,0,0,41755.55187988281,16017.037902832031,5597.0341796875,16459386880,19327344640,2724089856,6063804416
200,1729524924606,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,89.47368621826172,0,0,0,41759.20373535156,16019.971618652344,5597.0341796875,16459386880,19327344640,3000004608,6063542272
200,1729524924806,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,33.333335876464844,5,0,57.142860412597656,0,0,0,41762.98742675781,16023.015991210938,5597.0355224609375,16459386880,19327344640,3284541440,6063542272
200,1729524925007,4301,4304,3519,4300,3070,4299,3251,4302,0,4.761904716491699,0,0,0,90,0,0,0,41766.685302734375,16026.01416015625,5597.0355224609375,16459386880,19327344640,3577614336,6063542272
200,1729524925207,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,90,0,0,0,41770.35858154297,16028.968872070313,5597.0355224609375,16459386880,19327344640,3868098560,6063542272
200,1729524925407,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,90,0,0,0,41774.036376953125,16031.924621582031,5597.0390625,16459386880,19327344640,4156989440,6063542272
200,1729524925607,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,0,0,0,94.73684692382813,0,0,0,41777.69757080078,16034.867980957031,5597.0390625,16459386880,19327344640,4442218496,6063542272
200,1729524925807,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,4.761904716491699,0,94.73684692382813,0,0,0,41781.35485839844,16037.797302246094,5597.0404052734375,16459386880,19327344640,4901380096,6063542272
200,1729524926007,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,100,0,0,0,41785.022888183594,16040.741943359375,5597.0404052734375,16459386880,19327344640,5619785728,6063542272
200,1729524926208,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,100,0,0,0,41788.758239746094,16043.728698730469,5597.0404052734375,16459386880,19327344640,6346448896,6063542272
200,1729524926408,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,100,0,0,0,41792.442138671875,16046.7021484375,5597.0408935546875,16459386880,19327344640,7073112064,6063542272
200,1729524926608,4301,4304,3519,4300,3070,4299,3251,4302,9.090909004211426,0,0,0,0,100,0,0,0,41796.128173828125,16049.664916992188,5597.0408935546875,16459386880,19327344640,7791370240,6063280128
200,1729524926808,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,4.761904716491699,0,100,0,0,0,41799.90124511719,16052.726928710938,5597.051513671875,16459386880,19327344640,7548211200,6062755840
200,1729524927008,4301,4304,3519,4300,3070,4299,3251,4302,0,66.66667175292969,0,0,0,36.842105865478516,0,0,0,41803.64099121094,16055.785522460938,5597.051513671875,16459386880,19327344640,6709100544,6062755840
200,1729524927208,4301,4304,3519,4300,3070,4299,3251,4302,0,55,0,0,0,0,47.619049072265625,0,0,41807.64758300781,16059.121215820313,5597.051513671875,16459386880,19327344640,5863116800,6062755840
200,1729524927408,4301,4304,3519,4300,3070,4299,3251,4302,5,0,0,0,0,0,100,0,0,41811.87512207031,16062.682739257813,5597.0552978515625,16459386880,19327344640,5012279296,6062493696
200,1729524927608,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,5,0,0,100,0,0,41816.074645996094,16066.216064453125,5597.0552978515625,16459386880,19327344640,4792066048,6062493696
200,1729524927808,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,0,100,0,0,41820.21612548828,16069.700134277344,5597.05859375,16459386880,19327344640,5319516160,6062493696
200,1729524928009,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,4.761904716491699,0,0,0,0,100,0,0,41824.30682373047,16073.182861328125,5597.05859375,16459386880,19327344640,5835608064,6062493696
200,1729524928209,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,4.761904716491699,0,100,4.761904716491699,0,41828.39904785156,16076.688720703125,5597.05859375,16459386880,19327344640,6353252352,6062231552
200,1729524928409,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,0,100,0,0,41832.497009277344,16080.169311523438,5597.063720703125,16459386880,19327344640,6871412736,6062231552
200,1729524928609,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,0,4.761904716491699,0,0,100,0,0,41836.6123046875,16083.677124023438,5597.063720703125,16459386880,19327344640,7389573120,6062231552
200,1729524928809,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,0,100,0,0,41840.69348144531,16087.148254394531,5597.0677490234375,16459386880,19327344640,7907868672,6062231552
200,1729524929009,4301,4304,3519,4300,3070,4299,3251,4302,5,5,0,0,0,0,100,0,0,41844.858154296875,16090.706176757813,5597.0677490234375,16459386880,19327344640,8425230336,6062231552
200,1729524929210,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,0,100,4.761904716491699,0,41848.97961425781,16094.202514648438,5597.0677490234375,16459386880,19327344640,8945172480,6061707264
200,1729524929410,4301,4304,3519,4300,3070,4299,3251,4302,9.090909004211426,0,0,0,0,4.761904716491699,100,0,0,41853.07098388672,16097.6865234375,5597.070068359375,16459386880,19327344640,9472622592,6061445120
200,1729524929610,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,4.761904716491699,0,0,100,0,0,41857.184814453125,16101.213989257813,5597.070068359375,16459386880,19327344640,9992331264,6061445120
200,1729524929810,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,0,0,0,0,100,0,0,41861.275451660156,16104.693115234375,5597.074462890625,16459386880,19327344640,10529071104,6061445120
200,1729524930010,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,0,100,0,0,41865.35302734375,16108.166931152344,5597.074462890625,16459386880,19327344640,11073036288,6061445120
200,1729524930210,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,0,0,0,100,0,0,41869.44226074219,16111.652282714844,5597.074462890625,16459386880,19327344640,11593199616,6061182976
200,1729524930411,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,0,0,0,0,100,0,0,41873.54797363281,16115.141052246094,5597.0792236328125,16459386880,19327344640,12125552640,6059085824
200,1729524930611,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,0,4.761904716491699,4.761904716491699,0,100,0,0,41877.64971923828,16118.639038085938,5597.0792236328125,16459386880,19327344640,12653002752,6059085824
200,1729524930811,4301,4304,3519,4300,3070,4299,3251,4302,36.842105865478516,4.761904716491699,0,0,0,0,68.42105102539063,0,0,41881.79431152344,16122.098327636719,5597.08056640625,16459386880,19327344640,13006843904,6059347968
200,1729524931011,4301,4304,3519,4300,3070,4299,3251,4302,22.72727394104004,0,0,0,0,0,100,0,0,41886.22332763672,16125.878295898438,5597.08056640625,16459386880,19327344640,13509533696,6059085824
200,1729524931211,4301,4304,3519,4300,3070,4299,3251,4302,11.111111640930176,4.761904716491699,0,0,0,0,100,0,0,41890.60693359375,16129.631042480469,5597.08056640625,16459386880,19327344640,14021726208,6059085824
200,1729524931411,4301,4304,3519,4300,3070,4299,3251,4302,22.72727394104004,0,0,5,0,0,100,0,0,41894.977783203125,16133.357299804688,5597.0810546875,16459386880,19327344640,14532554752,6059085824
200,1729524931611,4301,4304,3519,4300,3070,4299,3251,4302,15.000000953674316,4.761904716491699,0,4.761904716491699,0,0,100,0,0,41899.333068847656,16137.085083007813,5597.0810546875,16459386880,19327344640,15044689920,6058823680
200,1729524931812,4301,4304,3519,4300,3070,4299,3251,4302,19.047618865966797,4.761904716491699,0,0,0,0,100,0,0,41903.71649169922,16140.826110839844,5597.088134765625,16459386880,19327344640,15564570624,6058823680
200,1729524932012,4301,4304,3519,4300,3070,4299,3251,4302,19.047618865966797,0,0,0,0,0,100,0,0,41908.02062988281,16144.509216308594,5597.088134765625,16459386880,19327344640,16076763136,6058823680
200,1729524932212,4301,4304,3519,4300,3070,4299,3251,4302,45,0,0,0,0,0,95.23809814453125,0,0,41912.869201660156,16148.703491210938,5597.088134765625,16459386880,19327344640,16374902784,6174175232
200,1729524932412,4301,4304,3519,4300,3070,4299,3251,4302,85,9.090909004211426,0,10,15.789472579956055,0,100,0,0,41918.18280029297,16153.362976074219,5597.0889892578125,16459386880,19327344640,16386658304,6512553984
200,1729524932612,4301,4304,3519,4300,3070,4299,3251,4302,0,0,4.761904716491699,5.263157844543457,95,0,100,0,0,41923.254455566406,16157.777587890625,5597.0911865234375,16459386880,19327344640,16380014592,6859481088
200,1729524932812,4301,4304,3519,4300,3070,4299,3251,4302,0,4.761904716491699,0,0,100,0,95,0,0,41928.9931640625,16162.86376953125,5597.0943603515625,16459386880,19327344640,16381337600,7247208448
199,1729524933013,4301,4304,3519,4300,3070,4299,3251,4302,31.57894515991211,0,0,10,42.85714340209961,0,60.000003814697266,0,0,41933.341369628906,16166.570007324219,5597.0950927734375,16459386880,19327344640,16337481728,7540678656
200,1729524933213,4301,4304,3519,4300,3070,4299,3251,4302,31.57894515991211,0,0,10,42.85714340209961,0,60.000003814697266,0,0,41937.32501220703,16169.921875,5597.0950927734375,16459386880,19327344640,16363675648,7771881472
200,1729524933413,4301,4304,3519,4300,3070,4299,3251,4302,46.34146499633789,4.761904716491699,0,44.73684310913086,2.5641026496887207,0,5,0,0,41941.06317138672,16173.025756835938,5597.10546875,16459386880,19327344640,16377827328,7979241472
200,1729524933613,4301,4304,3519,4300,3070,4299,3251,4302,50,0,0,28.571430206298828,4.761904716491699,5,20,0,0,41944.909606933594,16176.255187988281,5597.10546875,16459386880,19327344640,16355520512,8226357248
200,1729524933813,4301,4304,3519,4300,3070,4299,3251,4302,47.36842346191406,0,0,0,0,0,42.105262756347656,0,0,41948.83825683594,16179.563293457031,5597.107421875,16459386880,19327344640,16320114688,8468017152
200,1729524934013,4301,4304,3519,4300,3070,4299,3251,4302,45,0,0,0,0,0,47.36842346191406,0,0,41952.84899902344,16182.957824707031,5597.107421875,16459386880,19327344640,16304275456,8707444736
200,1729524934213,4301,4304,3519,4300,3070,4299,3251,4302,42.105262756347656,4.761904716491699,4.761904716491699,0,0,0,47.619049072265625,0,0,41956.608154296875,16186.103576660156,5597.107421875,16459386880,19327344640,16311197696,8914817024
200,1729524934413,4301,4304,3519,4300,3070,4299,3251,4302,52.38095474243164,0,0,0,5,0,50,0,0,41960.766052246094,16189.591674804688,5597.11474609375,16459386880,19327344640,16343363584,9122627584
200,1729524934614,4301,4304,3519,4300,3070,4299,3251,4302,45,4.761904716491699,0,0,0,0,47.36842346191406,0,0,41964.695556640625,16192.864013671875,5597.11474609375,16459386880,19327344640,16349937664,9330966528
200,1729524934814,4301,4304,3519,4300,3070,4299,3251,4302,50,5,0,0,4.761904716491699,0,54.54545593261719,0,0,41968.58349609375,16196.123962402344,5597.11474609375,16459386880,19327344640,16350674944,9552642048
200,1729524935014,4301,4304,3519,4300,3070,4299,3251,4302,52.6315803527832,4.761904716491699,0,40,0,0,10,0,0,41972.532958984375,16199.437744140625,5597.1182861328125,16459386880,19327344640,16326242304,9769844736
200,1729524935214,4301,4304,3519,4300,3070,4299,3251,4302,50,0,0,9.523809432983398,0,0,50,0,0,41976.631591796875,16202.910888671875,5597.1182861328125,16459386880,19327344640,16300552192,9975758848
200,1729524935414,4301,4304,3519,4300,3070,4299,3251,4302,45,0,0,0,4.761904716491699,0,44.4444465637207,0,0,41980.706298828125,16206.346130371094,5597.1234130859375,16459386880,19327344640,16280858624,10177437696
200,1729524935614,4301,4304,3519,4300,3070,4299,3251,4302,45,4.761904716491699,0,0,0,0,50,0,0,41984.516662597656,16209.540405273438,5597.1234130859375,16459386880,19327344640,16294649856,10360197120
200,1729524935814,4301,4304,3519,4300,3070,4299,3251,4302,45,0,0,0,0,0,47.36842346191406,0,0,41988.383544921875,16212.781982421875,5597.125,16459386880,19327344640,16301125632,10555740160
200,1729524936014,4301,4304,3519,4300,3070,4299,3251,4302,40,0,0,0,0,0,50,0,0,41992.36865234375,16216.130187988281,5597.125,16459386880,19327344640,16332976128,10726436864
200,1729524936215,4301,4304,3519,4300,3070,4299,3251,4302,50,4.761904716491699,0,0,5,0,55,0,0,41996.108947753906,16219.277465820313,5597.125,16459386880,19327344640,16348835840,10916249600
200,1729524936415,4301,4304,3519,4300,3070,4299,3251,4302,42.105262756347656,0,0,0,0,0,42.105262756347656,0,0,41999.89471435547,16222.445251464844,5597.12548828125,16459386880,19327344640,16331902976,11115511808
200,1729524936615,4301,4304,3519,4300,3070,4299,3251,4302,55,4.761904716491699,0,0,0,0,47.36842346191406,0,0,42003.93359375,16225.864929199219,5597.12548828125,16459386880,19327344640,16311640064,11357511680
200,1729524936815,4301,4304,3519,4300,3070,4299,3251,4302,40,5,0,0,9.523809432983398,5,42.105262756347656,0,0,42007.56719970703,16228.874328613281,5597.1282958984375,16459386880,19327344640,16294797312,11521519616
200,1729524937015,4301,4304,3519,4300,3070,4299,3251,4302,50,0,0,0,0,0,44.4444465637207,0,0,42011.649353027344,16232.346313476563,5597.1282958984375,16459386880,19327344640,16281354240,11750428672
200,1729524937215,4301,4304,3519,4300,3070,4299,3251,4302,47.619049072265625,0,0,0,0,0,50,0,0,42015.494384765625,16235.566467285156,5597.1282958984375,16459386880,19327344640,16287281152,11917598720
200,1729524937415,4301,4304,3519,4300,3070,4299,3251,4302,45,0,0,0,0,0,52.38095474243164,0,0,42019.45690917969,16238.905822753906,5597.1304931640625,16459386880,19327344640,16318701568,12099014656
200,1729524937615,4301,4304,3519,4300,3070,4299,3251,4302,42.105262756347656,5,0,4.761904716491699,0,0,45,0,0,42023.067626953125,16241.905578613281,5597.1304931640625,16459386880,19327344640,16308723712,12284297216
200,1729524937815,4301,4304,3519,4300,3070,4299,3251,4302,45,0,0,0,4.761904716491699,4.761904716491699,52.6315803527832,0,0,42026.99151611328,16245.213195800781,5597.1319580078125,16459386880,19327344640,16338796544,12458475520
200,1729524938016,4301,4304,3519,4300,3070,4299,3251,4302,40,4.761904716491699,0,0,0,0,45,0,0,42030.77069091797,16248.376403808594,5597.1319580078125,16459386880,19327344640,16345247744,12644188160
200,1729524938216,4301,4304,3519,4300,3070,4299,3251,4302,52.38095474243164,0,0,0,0,0,50,0,0,42034.83563232422,16251.827697753906,5597.1319580078125,16459386880,19327344640,16301105152,12871823360
200,1729524938416,4301,4304,3519,4300,3070,4299,3251,4302,30.000001907348633,4.761904716491699,0,0,20,0,38.88888931274414,0,0,42038.583923339844,16254.953979492188,5597.135986328125,16459386880,19327344640,16265461760,13081731072
200,1729524938616,4301,4304,3519,4300,3070,4299,3251,4302,40,5,0,0,0,0,52.6315803527832,0,0,42042.341796875,16258.096740722656,5597.135986328125,16459386880,19327344640,16298369024,13258887168
200,1729524938816,4301,4304,3519,4300,3070,4299,3251,4302,47.36842346191406,0,0,0,5,0,42.105262756347656,0,0,42046.234924316406,16261.351684570313,5597.1383056640625,16459386880,19327344640,16301621248,13424431104
200,1729524939016,4301,4304,3519,4300,3070,4299,3251,4302,5.263157844543457,0,0,16.666667938232422,10.526315689086914,0,52.6315803527832,0,0,42050.14636230469,16264.644287109375,5597.1383056640625,16459386880,19327344640,16335581184,13600354304
200,1729524939216,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,0,33.333335876464844,20,0,38.095237731933594,0,0,42053.914123535156,16267.790466308594,5597.1383056640625,16459386880,19327344640,16336887808,13788557312
200,1729524939416,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,45,5,0,47.36842346191406,0,0,42057.86834716797,16271.130126953125,5597.1383056640625,16459386880,19327344640,16305745920,14008520704
200,1729524939616,4301,4304,3519,4300,3070,4299,3251,4302,4.761904716491699,0,4.761904716491699,55,5,0,42.85714340209961,0,0,42061.562438964844,16274.198669433594,5597.1383056640625,16459386880,19327344640,16320327680,14188965888
200,1729524939817,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,47.619049072265625,42.105262756347656,0,0,0,0,42065.57727050781,16277.581298828125,5597.1402587890625,16459386880,19327344640,16275628032,14396846080
200,1729524940017,4301,4304,3519,4300,3070,4299,3251,4302,0,0,0,45,45,0,0,0,0,42069.551513671875,16280.941223144531,5597.1402587890625,16459386880,19327344640,16265572352,14596911104
