Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729441580599,3571,432,425,4310,4360,812,435,776,3.4482758045196533,12.90322494506836,0,6.45161247253418,6.45161247253418,3.3333334922790527,3.3333334922790527,0,0,258670.74725341797,211182.03833007813,1285.70947265625,16459386880,19327344640,1142784000,2381443072
200,1729441580599,3571,432,425,4310,4360,812,435,776,3.4482758045196533,12.90322494506836,0,6.45161247253418,6.45161247253418,3.3333334922790527,3.3333334922790527,0,0,258670.74725341797,211182.03833007813,1285.70947265625,16459386880,19327344640,1142784000,2381443072
200,1729441580799,3571,432,425,4310,4360,812,435,776,95.23809814453125,4.761904716491699,0,0,0,0,0,4.761904716491699,0,258674.40838623047,211185.1153564453,1285.7166748046875,16459386880,19327344640,1157636096,2381443072
200,1729441580999,3571,432,425,4310,4360,812,435,776,100,0,0,5,0,0,5,0,0,258678.12255859375,211188.2508544922,1285.71923828125,16459386880,19327344640,1159380992,2381443072
200,1729441581199,3571,432,425,4310,4360,812,435,776,100,0,0,0,0,0,0,0,0,258681.8309326172,211191.38122558594,1285.7266845703125,16459386880,19327344640,1162203136,2381180928
200,1729441581399,3571,432,425,4310,4360,812,435,776,100,0,0,0,0,4.761904716491699,0,0,0,258685.53106689453,211194.51208496094,1285.7266845703125,16459386880,19327344640,1162977280,2380918784
200,1729441581600,3571,432,425,4310,4360,812,435,776,100,4.761904716491699,0,0,0,0,0,0,0,258689.24633789063,211197.6450805664,1285.7291259765625,16459386880,19327344640,1164980224,2380918784
200,1729441581800,3571,432,425,4310,4360,812,435,776,65,0,0,0,35,0,0,0,0,258692.95782470703,211200.7817993164,1285.72998046875,16459386880,19327344640,1166319616,2380656640
200,1729441582000,3571,432,425,4310,4360,812,435,776,5,4.761904716491699,0,0,95,0,0,0,0,258696.671875,211203.9217529297,1285.72998046875,16459386880,19327344640,1167548416,2380656640
200,1729441582200,3571,432,425,4310,4360,812,435,776,100,0,0,0,0,4.761904716491699,0,0,0,258700.35583496094,211207.01727294922,1285.739013671875,16459386880,19327344640,1158860800,2380394496
200,1729441582400,3571,432,425,4310,4360,812,435,776,100,0,0,0,0,0,0,0,0,258704.04028320313,211210.13201904297,1285.739013671875,16459386880,19327344640,1160916992,2380394496
200,1729441582600,3571,432,425,4310,4360,812,435,776,100,0,0,0,0,0,0,0,0,258707.72485351563,211213.24243164063,1285.739013671875,16459386880,19327344640,1161506816,2380394496
200,1729441582800,3571,432,425,4310,4360,812,435,776,100,0,0,0,0,0,0,0,0,258711.45599365234,211216.39434814453,1285.7408447265625,16459386880,19327344640,1161416704,2380394496
200,1729441583001,3571,432,425,4310,4360,812,435,776,100,0,0,0,0,0,0,0,0,258715.16528320313,211219.53192138672,1285.7408447265625,16459386880,19327344640,1162174464,2380394496
200,1729441583201,3571,432,425,4310,4360,812,435,776,100,4.761904716491699,0,0,0,0,0,0,0,258718.85498046875,211222.6473388672,1285.7408447265625,16459386880,19327344640,1162174464,2380132352
200,1729441583401,3571,432,425,4310,4360,812,435,776,100,0,0,0,0,0,0,0,0,258722.5567626953,211225.77502441406,1285.7437744140625,16459386880,19327344640,1163980800,2380132352
